,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Hardness,Predict
250,17.62,18.84,300,5714.3,80,30,8.0,0.032,0.06435913
250,17.62,18.84,350,5714.3,80,30,0.0,0.0,0.03975272
250,17.62,18.84,400,5714.3,80,30,0.0,0.0,0.02861461
250,17.62,18.84,450,5714.3,80,30,0.0,0.0,0.020530611
250,17.62,18.84,500,5714.3,80,30,0.0,0.0,0.014695823
250,17.62,18.84,550,5714.3,80,30,0.0,0.0,0.010501444
250,17.62,18.84,600,5714.3,80,30,0.0,0.0,0.007495165
250,17.62,18.84,700,5714.3,80,30,0.0,0.0,0.0038675368
250,17.62,18.84,800,5714.3,80,30,0.0,0.0,0.0017888844
250,17.62,18.84,900,5714.3,80,30,0.0,0.0,0.0007954836
250,17.62,18.84,1000,5714.3,80,30,0.0,0.0,0.00035965443
250,17.62,18.84,1100,5714.3,80,30,0.0,0.0,0.00016406178
250,17.62,18.84,1200,5714.3,80,30,0.0,0.0,7.4863434e-05
250,17.62,18.84,1300,5714.3,80,30,0.0,0.0,3.412366e-05
250,17.62,18.84,1400,5714.3,80,30,0.0,0.0,1.5497208e-05
250,17.62,18.84,1500,5714.3,80,30,0.0,0.0,7.033348e-06
250,17.62,18.84,1600,5714.3,80,30,0.0,0.0,3.1590462e-06
250,17.62,18.84,1700,5714.3,80,30,0.0,0.0,1.3709068e-06
250,17.62,18.84,1800,5714.3,80,30,0.0,0.0,6.2584877e-07
250,17.62,18.84,1900,5714.3,80,30,0.0,0.0,2.682209e-07
250,17.62,18.84,2000,5714.3,80,30,0.0,0.0,2.3841858e-07
250,17.62,18.84,0,0.0,0,0,0.0,0.0,0.0056956112
250,17.62,18.84,200,0.0,0,0,0.0,0.0,0.003533572
250,17.62,18.84,400,0.0,0,0,0.0,0.0,0.0006888509
250,17.62,18.84,600,0.0,0,0,0.0,0.0,0.00016883016
250,17.62,18.84,800,0.0,0,0,0.0,0.0,4.258752e-05
250,17.62,18.84,1000,0.0,0,0,0.0,0.0,1.1444092e-05
250,17.62,18.84,1200,0.0,0,0,0.0,0.0,2.2947788e-06
250,17.62,18.84,1400,0.0,0,0,0.0,0.0,4.4703484e-07
250,17.62,18.84,1600,0.0,0,0,0.0,0.0,5.9604645e-08
250,17.62,18.84,1800,0.0,0,0,0.0,0.0,0.0
250,17.62,18.84,2000,0.0,0,0,0.0,0.0,0.0
684,9.66,17.42,0,40000.0,40,16,300.06,0.438684211,0.43886447
684,9.66,17.42,25,40000.0,40,16,300.74,0.43967836299999996,0.42662352
684,9.66,17.42,75,40000.0,40,16,274.37,0.40112573100000004,0.35721534
684,9.66,17.42,125,40000.0,40,16,172.54,0.252251462,0.19749287
684,9.66,17.42,175,40000.0,40,16,107.77,0.15755848,0.11748758
684,9.66,17.42,225,40000.0,40,16,55.7,0.081432749,0.070586324
684,9.66,17.42,275,40000.0,40,16,0.0,0.0,0.040665388
684,9.66,17.42,325,40000.0,40,16,0.0,0.0,0.034659833
684,9.66,17.42,375,40000.0,40,16,0.0,0.0,0.029513806
684,9.66,17.42,425,40000.0,40,16,0.0,0.0,0.026389122
684,9.66,17.42,475,40000.0,40,16,0.0,0.0,0.023610026
684,9.66,17.42,525,40000.0,40,16,0.0,0.0,0.020932436
684,9.66,17.42,575,40000.0,40,16,0.0,0.0,0.016316205
684,9.66,17.42,625,40000.0,40,16,0.0,0.0,0.012376964
684,9.66,17.42,675,40000.0,40,16,0.0,0.0,0.010042101
684,9.66,17.42,725,40000.0,40,16,0.0,0.0,0.008402675
684,9.66,17.42,775,40000.0,40,16,0.0,0.0,0.007028997
684,9.66,17.42,825,40000.0,40,16,0.0,0.0,0.0058785677
684,9.66,17.42,875,40000.0,40,16,0.0,0.0,0.004752159
684,9.66,17.42,925,40000.0,40,16,0.0,0.0,0.0038136244
684,9.66,17.42,975,40000.0,40,16,0.0,0.0,0.0030646622
684,9.66,17.42,1025,40000.0,40,16,0.0,0.0,0.0024624467
684,9.66,17.42,0,0.0,0,0,0.0,0.0,0.0068722665
684,9.66,17.42,200,0.0,0,0,0.0,0.0,0.0040019453
684,9.66,17.42,400,0.0,0,0,0.0,0.0,0.0007894337
684,9.66,17.42,600,0.0,0,0,0.0,0.0,0.00019559264
684,9.66,17.42,800,0.0,0,0,0.0,0.0,5.0127506e-05
684,9.66,17.42,1000,0.0,0,0,0.0,0.0,1.2695789e-05
684,9.66,17.42,1200,0.0,0,0,0.0,0.0,2.592802e-06
684,9.66,17.42,1400,0.0,0,0,0.0,0.0,5.066395e-07
684,9.66,17.42,1600,0.0,0,0,0.0,0.0,1.1920929e-07
684,9.66,17.42,1800,0.0,0,0,0.0,0.0,5.9604645e-08
684,9.66,17.42,2000,0.0,0,0,0.0,0.0,0.0
190,9.42,16.35,0,0.0,0,0,0.0,0.0,0.00781101
190,9.42,16.35,200,0.0,0,0,0.0,0.0,0.0043335557
190,9.42,16.35,400,0.0,0,0,0.0,0.0,0.0008622408
190,9.42,16.35,600,0.0,0,0,0.0,0.0,0.00021502376
190,9.42,16.35,800,0.0,0,0,0.0,0.0,5.5730343e-05
190,9.42,16.35,1000,0.0,0,0,0.0,0.0,1.347065e-05
190,9.42,16.35,1200,0.0,0,0,0.0,0.0,2.7418137e-06
190,9.42,16.35,1400,0.0,0,0,0.0,0.0,5.662441e-07
190,9.42,16.35,1600,0.0,0,0,0.0,0.0,1.1920929e-07
190,9.42,16.35,1800,0.0,0,0,0.0,0.0,2.9802322e-08
190,9.42,16.35,2000,0.0,0,0,0.0,0.0,0.0
200,9.42,16.35,50,20000.0,120,50,74.17,0.37085,0.34380358
200,9.42,16.35,150,20000.0,120,50,64.64,0.3232,0.26474708
200,9.42,16.35,250,20000.0,120,50,50.3,0.2515,0.18644753
200,9.42,16.35,350,20000.0,120,50,41.84,0.2092,0.13297936
200,9.42,16.35,450,20000.0,120,50,11.45,0.05725,0.07585713
200,9.42,16.35,550,20000.0,120,50,3.0,0.015,0.047634125
200,9.42,16.35,650,20000.0,120,50,1.5,0.0075,0.035875827
200,9.42,16.35,750,20000.0,120,50,0.0,0.0,0.027288616
200,9.42,16.35,850,20000.0,120,50,0.64,0.0032,0.021060467
200,9.42,16.35,950,20000.0,120,50,0.0,0.0,0.016068459
200,9.42,16.35,1050,20000.0,120,50,0.0,0.0,0.012306571
200,9.42,16.35,1150,20000.0,120,50,0.0,0.0,0.009416968
200,9.42,16.35,1250,20000.0,120,50,0.0,0.0,0.0072009163
200,9.42,16.35,1350,20000.0,120,50,0.0,0.0,0.0047939382
200,9.42,16.35,1500,20000.0,120,50,0.0,0.0,0.0025138704
